category_id,club_id,start_date,end_date,nbr_participants
108,82,17/07/2020,26/07/2020,1
110,82,17/07/2020,26/07/2020,6
111,82,17/07/2020,26/07/2020,3
112,82,17/07/2020,26/07/2020,15
133,82,17/07/2020,26/07/2020,2
137,82,17/07/2020,26/07/2020,6
138,82,17/07/2020,26/07/2020,2
158,82,17/07/2020,26/07/2020,0
159,82,17/07/2020,26/07/2020,3
156,82,17/07/2020,26/07/2020,0
160,82,17/07/2020,26/07/2020,6
32,165,22/02/2020,1/3/2020,28
33,165,22/02/2020,1/3/2020,33
35,165,22/02/2020,1/3/2020,35
36,165,22/02/2020,1/3/2020,35
38,165,22/02/2020,1/3/2020,35
39,165,22/02/2020,1/3/2020,25
83,165,22/02/2020,1/3/2020,5
84,165,22/02/2020,1/3/2020,8
86,165,22/02/2020,1/3/2020,9
87,165,22/02/2020,1/3/2020,8
89,165,22/02/2020,1/3/2020,6
90,165,22/02/2020,1/3/2020,5
170,165,22/02/2020,1/3/2020,10
171,165,22/02/2020,1/3/2020,24
109,165,22/02/2020,1/3/2020,8
110,165,22/02/2020,1/3/2020,12
111,165,22/02/2020,1/3/2020,6
112,165,22/02/2020,1/3/2020,4
113,165,22/02/2020,1/3/2020,3
134,165,22/02/2020,1/3/2020,0
136,165,22/02/2020,1/3/2020,0
137,165,22/02/2020,1/3/2020,0
138,165,22/02/2020,1/3/2020,5
139,165,22/02/2020,1/3/2020,7
157,165,22/02/2020,1/3/2020,0
158,165,22/02/2020,1/3/2020,4
159,165,22/02/2020,1/3/2020,6
160,165,22/02/2020,1/3/2020,0
161,165,22/02/2020,1/3/2020,0
33,338,23/02/2020,1/3/2020,27
36,338,23/02/2020,1/3/2020,31
38,338,23/02/2020,1/3/2020,31
84,338,23/02/2020,1/3/2020,5
87,338,23/02/2020,1/3/2020,11
89,338,23/02/2020,1/3/2020,7
171,338,23/02/2020,1/3/2020,12
33,255,21/12/2019,29/12/2019,18
34,255,21/12/2019,29/12/2019,15
36,255,21/12/2019,29/12/2019,32
37,255,21/12/2019,29/12/2019,18
38,255,21/12/2019,29/12/2019,27
39,255,21/12/2019,29/12/2019,21
84,255,21/12/2019,29/12/2019,1
85,255,21/12/2019,29/12/2019,0
87,255,21/12/2019,29/12/2019,9
88,255,21/12/2019,29/12/2019,5
89,255,21/12/2019,29/12/2019,14
90,255,21/12/2019,29/12/2019,4
171,255,21/12/2019,29/12/2019,7
172,255,21/12/2019,29/12/2019,5
7,8,28/08/2020,6/9/2020,25
8,8,28/08/2020,6/9/2020,31
9,8,28/08/2020,6/9/2020,27
10,8,28/08/2020,6/9/2020,31
11,8,28/08/2020,6/9/2020,29
64,8,28/08/2020,6/9/2020,8
65,8,28/08/2020,6/9/2020,3
66,8,28/08/2020,6/9/2020,3
67,8,28/08/2020,6/9/2020,5
14,8,28/08/2020,6/9/2020,3
15,8,28/08/2020,6/9/2020,12
16,8,28/08/2020,6/9/2020,15
17,8,28/08/2020,6/9/2020,16
18,8,28/08/2020,6/9/2020,16
20,8,28/08/2020,6/9/2020,0
21,8,28/08/2020,6/9/2020,4
22,8,28/08/2020,6/9/2020,9
23,8,28/08/2020,6/9/2020,16
25,8,28/08/2020,6/9/2020,0
26,8,28/08/2020,6/9/2020,2
27,8,28/08/2020,6/9/2020,3
28,8,28/08/2020,6/9/2020,0
29,8,28/08/2020,6/9/2020,0
30,8,28/08/2020,6/9/2020,0
31,8,28/08/2020,6/9/2020,4
68,8,28/08/2020,6/9/2020,1
69,8,28/08/2020,6/9/2020,5
70,8,28/08/2020,6/9/2020,6
71,8,28/08/2020,6/9/2020,3
72,8,28/08/2020,6/9/2020,0
73,8,28/08/2020,6/9/2020,4
74,8,28/08/2020,6/9/2020,4
75,8,28/08/2020,6/9/2020,0
76,8,28/08/2020,6/9/2020,7
77,8,28/08/2020,6/9/2020,0
78,8,28/08/2020,6/9/2020,0
79,8,28/08/2020,6/9/2020,0
80,8,28/08/2020,6/9/2020,2
36,8,28/08/2020,6/9/2020,9
37,8,28/08/2020,6/9/2020,3
38,8,28/08/2020,6/9/2020,8
39,8,28/08/2020,6/9/2020,4
87,8,28/08/2020,6/9/2020,0
88,8,28/08/2020,6/9/2020,1
89,8,28/08/2020,6/9/2020,2
90,8,28/08/2020,6/9/2020,0
1,151,22/02/2020,1/3/2020,32
7,151,22/02/2020,1/3/2020,32
8,151,22/02/2020,1/3/2020,29
9,151,22/02/2020,1/3/2020,30
10,151,22/02/2020,1/3/2020,28
11,151,22/02/2020,1/3/2020,22
58,151,22/02/2020,1/3/2020,28
64,151,22/02/2020,1/3/2020,22
65,151,22/02/2020,1/3/2020,12
66,151,22/02/2020,1/3/2020,4
67,151,22/02/2020,1/3/2020,6
14,151,22/02/2020,1/3/2020,8
15,151,22/02/2020,1/3/2020,13
16,151,22/02/2020,1/3/2020,13
17,151,22/02/2020,1/3/2020,10
18,151,22/02/2020,1/3/2020,12
68,151,22/02/2020,1/3/2020,4
69,151,22/02/2020,1/3/2020,4
70,151,22/02/2020,1/3/2020,6
71,151,22/02/2020,1/3/2020,4
7,104,20/12/2019,29/12/2019,30
8,104,20/12/2019,29/12/2019,35
9,104,20/12/2019,29/12/2019,33
10,104,20/12/2019,29/12/2019,34
11,104,20/12/2019,29/12/2019,32
64,104,20/12/2019,29/12/2019,14
65,104,20/12/2019,29/12/2019,11
66,104,20/12/2019,29/12/2019,8
67,104,20/12/2019,29/12/2019,4
33,104,20/12/2019,29/12/2019,24
34,104,20/12/2019,29/12/2019,12
36,104,20/12/2019,29/12/2019,30
37,104,20/12/2019,29/12/2019,12
38,104,20/12/2019,29/12/2019,30
39,104,20/12/2019,29/12/2019,17
84,104,20/12/2019,29/12/2019,8
85,104,20/12/2019,29/12/2019,4
87,104,20/12/2019,29/12/2019,7
88,104,20/12/2019,29/12/2019,3
89,104,20/12/2019,29/12/2019,4
90,104,20/12/2019,29/12/2019,1
171,104,20/12/2019,29/12/2019,9
172,104,20/12/2019,29/12/2019,8
35,11,27/10/2019,3/11/2019,32
36,11,27/10/2019,3/11/2019,32
38,11,27/10/2019,3/11/2019,16
39,11,27/10/2019,3/11/2019,16
86,11,27/10/2019,3/11/2019,13
87,11,27/10/2019,3/11/2019,19
89,11,27/10/2019,3/11/2019,16
90,11,27/10/2019,3/11/2019,4
170,11,27/10/2019,3/11/2019,7
32,213,1/8/2020,9/8/2020,26
33,213,1/8/2020,9/8/2020,34
34,213,1/8/2020,9/8/2020,22
35,213,1/8/2020,9/8/2020,21
36,213,1/8/2020,9/8/2020,33
37,213,1/8/2020,9/8/2020,18
38,213,1/8/2020,9/8/2020,48
39,213,1/8/2020,9/8/2020,26
83,213,1/8/2020,9/8/2020,6
84,213,1/8/2020,9/8/2020,10
85,213,1/8/2020,9/8/2020,4
86,213,1/8/2020,9/8/2020,1
87,213,1/8/2020,9/8/2020,7
88,213,1/8/2020,9/8/2020,5
89,213,1/8/2020,9/8/2020,12
90,213,1/8/2020,9/8/2020,5
170,213,1/8/2020,9/8/2020,3
171,213,1/8/2020,9/8/2020,28
172,213,1/8/2020,9/8/2020,24
7,275,30/07/2020,9/8/2020,17
8,275,30/07/2020,9/8/2020,12
9,275,30/07/2020,9/8/2020,5
10,275,30/07/2020,9/8/2020,14
11,275,30/07/2020,9/8/2020,21
64,275,30/07/2020,9/8/2020,1
65,275,30/07/2020,9/8/2020,4
66,275,30/07/2020,9/8/2020,6
67,275,30/07/2020,9/8/2020,5
14,275,30/07/2020,9/8/2020,1
15,275,30/07/2020,9/8/2020,2
16,275,30/07/2020,9/8/2020,3
17,275,30/07/2020,9/8/2020,12
18,275,30/07/2020,9/8/2020,7
20,275,30/07/2020,9/8/2020,0
21,275,30/07/2020,9/8/2020,0
22,275,30/07/2020,9/8/2020,8
23,275,30/07/2020,9/8/2020,10
25,275,30/07/2020,9/8/2020,0
26,275,30/07/2020,9/8/2020,5
27,275,30/07/2020,9/8/2020,0
30,275,30/07/2020,9/8/2020,0
31,275,30/07/2020,9/8/2020,0
68,275,30/07/2020,9/8/2020,0
69,275,30/07/2020,9/8/2020,0
70,275,30/07/2020,9/8/2020,0
71,275,30/07/2020,9/8/2020,1
72,275,30/07/2020,9/8/2020,0
73,275,30/07/2020,9/8/2020,0
74,275,30/07/2020,9/8/2020,2
75,275,30/07/2020,9/8/2020,1
76,275,30/07/2020,9/8/2020,1
7,292,5/9/2020,13/09/2020,13
8,292,5/9/2020,13/09/2020,9
9,292,5/9/2020,13/09/2020,11
10,292,5/9/2020,13/09/2020,19
11,292,5/9/2020,13/09/2020,35
64,292,5/9/2020,13/09/2020,4
65,292,5/9/2020,13/09/2020,2
66,292,5/9/2020,13/09/2020,0
67,292,5/9/2020,13/09/2020,4
14,292,5/9/2020,13/09/2020,3
15,292,5/9/2020,13/09/2020,9
16,292,5/9/2020,13/09/2020,9
17,292,5/9/2020,13/09/2020,7
18,292,5/9/2020,13/09/2020,12
20,292,5/9/2020,13/09/2020,1
21,292,5/9/2020,13/09/2020,2
22,292,5/9/2020,13/09/2020,9
23,292,5/9/2020,13/09/2020,8
25,292,5/9/2020,13/09/2020,2
26,292,5/9/2020,13/09/2020,2
27,292,5/9/2020,13/09/2020,5
28,292,5/9/2020,13/09/2020,0
29,292,5/9/2020,13/09/2020,0
30,292,5/9/2020,13/09/2020,0
31,292,5/9/2020,13/09/2020,0
69,292,5/9/2020,13/09/2020,0
70,292,5/9/2020,13/09/2020,2
71,292,5/9/2020,13/09/2020,7
72,292,5/9/2020,13/09/2020,0
73,292,5/9/2020,13/09/2020,0
74,292,5/9/2020,13/09/2020,5
119,292,5/9/2020,13/09/2020,0
118,292,5/9/2020,13/09/2020,0
117,292,5/9/2020,13/09/2020,0
116,292,5/9/2020,13/09/2020,0
115,292,5/9/2020,13/09/2020,0
114,292,5/9/2020,13/09/2020,0
145,292,5/9/2020,13/09/2020,0
144,292,5/9/2020,13/09/2020,0
143,292,5/9/2020,13/09/2020,0
142,292,5/9/2020,13/09/2020,0
141,292,5/9/2020,13/09/2020,0
140,292,5/9/2020,13/09/2020,0
167,292,5/9/2020,13/09/2020,0
166,292,5/9/2020,13/09/2020,0
165,292,5/9/2020,13/09/2020,0
164,292,5/9/2020,13/09/2020,0
163,292,5/9/2020,13/09/2020,0
162,292,5/9/2020,13/09/2020,0
7,208,27/08/2020,13/09/2020,16
8,208,27/08/2020,13/09/2020,13
9,208,27/08/2020,13/09/2020,14
10,208,27/08/2020,13/09/2020,22
11,208,27/08/2020,13/09/2020,42
64,208,27/08/2020,13/09/2020,11
65,208,27/08/2020,13/09/2020,6
66,208,27/08/2020,13/09/2020,0
67,208,27/08/2020,13/09/2020,8
14,208,27/08/2020,13/09/2020,6
15,208,27/08/2020,13/09/2020,19
16,208,27/08/2020,13/09/2020,10
17,208,27/08/2020,13/09/2020,7
18,208,27/08/2020,13/09/2020,9
20,208,27/08/2020,13/09/2020,12
21,208,27/08/2020,13/09/2020,12
22,208,27/08/2020,13/09/2020,5
23,208,27/08/2020,13/09/2020,9
25,208,27/08/2020,13/09/2020,14
26,208,27/08/2020,13/09/2020,0
27,208,27/08/2020,13/09/2020,2
30,208,27/08/2020,13/09/2020,0
31,208,27/08/2020,13/09/2020,0
68,208,27/08/2020,13/09/2020,0
69,208,27/08/2020,13/09/2020,0
70,208,27/08/2020,13/09/2020,3
71,208,27/08/2020,13/09/2020,6
72,208,27/08/2020,13/09/2020,4
73,208,27/08/2020,13/09/2020,4
74,208,27/08/2020,13/09/2020,5
75,208,27/08/2020,13/09/2020,0
76,208,27/08/2020,13/09/2020,0
7,229,22/08/2020,30/08/2020,12
8,229,22/08/2020,30/08/2020,19
9,229,22/08/2020,30/08/2020,33
10,229,22/08/2020,30/08/2020,22
11,229,22/08/2020,30/08/2020,42
65,229,22/08/2020,30/08/2020,4
66,229,22/08/2020,30/08/2020,6
67,229,22/08/2020,30/08/2020,6
15,229,22/08/2020,30/08/2020,10
16,229,22/08/2020,30/08/2020,7
17,229,22/08/2020,30/08/2020,8
18,229,22/08/2020,30/08/2020,21
20,229,22/08/2020,30/08/2020,6
21,229,22/08/2020,30/08/2020,8
22,229,22/08/2020,30/08/2020,11
23,229,22/08/2020,30/08/2020,12
69,229,22/08/2020,30/08/2020,5
70,229,22/08/2020,30/08/2020,0
71,229,22/08/2020,30/08/2020,10
11,127,15/08/2020,23/08/2020,23
67,127,15/08/2020,23/08/2020,3
14,127,15/08/2020,23/08/2020,4
15,127,15/08/2020,23/08/2020,9
16,127,15/08/2020,23/08/2020,6
17,127,15/08/2020,23/08/2020,8
18,127,15/08/2020,23/08/2020,14
20,127,15/08/2020,23/08/2020,0
21,127,15/08/2020,23/08/2020,7
22,127,15/08/2020,23/08/2020,4
23,127,15/08/2020,23/08/2020,9
25,127,15/08/2020,23/08/2020,4
26,127,15/08/2020,23/08/2020,1
27,127,15/08/2020,23/08/2020,1
68,127,15/08/2020,23/08/2020,0
69,127,15/08/2020,23/08/2020,1
70,127,15/08/2020,23/08/2020,4
71,127,15/08/2020,23/08/2020,1
72,127,15/08/2020,23/08/2020,0
73,127,15/08/2020,23/08/2020,4
74,127,15/08/2020,23/08/2020,1
75,127,15/08/2020,23/08/2020,1
76,127,15/08/2020,23/08/2020,0
34,127,15/08/2020,23/08/2020,1
37,127,15/08/2020,23/08/2020,0
39,127,15/08/2020,23/08/2020,2
85,127,15/08/2020,23/08/2020,0
88,127,15/08/2020,23/08/2020,0
90,127,15/08/2020,23/08/2020,1
172,127,15/08/2020,23/08/2020,0
118,127,15/08/2020,23/08/2020,2
117,127,15/08/2020,23/08/2020,4
116,127,15/08/2020,23/08/2020,13
115,127,15/08/2020,23/08/2020,10
114,127,15/08/2020,23/08/2020,8
143,127,15/08/2020,23/08/2020,0
142,127,15/08/2020,23/08/2020,1
141,127,15/08/2020,23/08/2020,0
140,127,15/08/2020,23/08/2020,5
165,127,15/08/2020,23/08/2020,0
164,127,15/08/2020,23/08/2020,7
163,127,15/08/2020,23/08/2020,4
162,127,15/08/2020,23/08/2020,8
7,179,15/08/2020,23/08/2020,32
8,179,15/08/2020,23/08/2020,32
9,179,15/08/2020,23/08/2020,33
10,179,15/08/2020,23/08/2020,32
11,179,15/08/2020,23/08/2020,50
64,179,15/08/2020,23/08/2020,20
65,179,15/08/2020,23/08/2020,20
66,179,15/08/2020,23/08/2020,14
67,179,15/08/2020,23/08/2020,20
14,179,18/07/2020,26/07/2020,2
15,179,18/07/2020,26/07/2020,18
16,179,18/07/2020,26/07/2020,13
17,179,18/07/2020,26/07/2020,21
18,179,18/07/2020,26/07/2020,25
20,179,18/07/2020,26/07/2020,13
21,179,18/07/2020,26/07/2020,17
22,179,18/07/2020,26/07/2020,12
23,179,18/07/2020,26/07/2020,15
25,179,18/07/2020,26/07/2020,6
26,179,18/07/2020,26/07/2020,3
27,179,18/07/2020,26/07/2020,6
28,179,18/07/2020,26/07/2020,1
29,179,18/07/2020,26/07/2020,2
30,179,18/07/2020,26/07/2020,1
31,179,18/07/2020,26/07/2020,2
68,179,18/07/2020,26/07/2020,4
69,179,18/07/2020,26/07/2020,5
70,179,18/07/2020,26/07/2020,3
71,179,18/07/2020,26/07/2020,4
72,179,18/07/2020,26/07/2020,5
73,179,18/07/2020,26/07/2020,3
74,179,18/07/2020,26/07/2020,7
7,127,11/7/2020,19/07/2020,13
8,127,11/7/2020,19/07/2020,20
9,127,11/7/2020,19/07/2020,15
10,127,11/7/2020,19/07/2020,22
11,127,11/7/2020,19/07/2020,18
64,127,11/7/2020,19/07/2020,0
65,127,11/7/2020,19/07/2020,4
66,127,11/7/2020,19/07/2020,5
67,127,11/7/2020,19/07/2020,7
118,127,11/7/2020,19/07/2020,5
117,127,11/7/2020,19/07/2020,6
116,127,11/7/2020,19/07/2020,15
115,127,11/7/2020,19/07/2020,16
114,127,11/7/2020,19/07/2020,10
143,127,11/7/2020,19/07/2020,0
142,127,11/7/2020,19/07/2020,1
141,127,11/7/2020,19/07/2020,0
140,127,11/7/2020,19/07/2020,2
165,127,11/7/2020,19/07/2020,0
164,127,11/7/2020,19/07/2020,1
163,127,11/7/2020,19/07/2020,1
162,127,11/7/2020,19/07/2020,9
15,23,4/7/2020,12/7/2020,11
16,23,4/7/2020,12/7/2020,7
17,23,4/7/2020,12/7/2020,12
18,23,4/7/2020,12/7/2020,8
21,23,4/7/2020,12/7/2020,0
22,23,4/7/2020,12/7/2020,10
23,23,4/7/2020,12/7/2020,0
69,23,4/7/2020,12/7/2020,5
70,23,4/7/2020,12/7/2020,4
71,23,4/7/2020,12/7/2020,0
75,23,4/7/2020,12/7/2020,0
76,23,4/7/2020,12/7/2020,0
34,23,4/7/2020,12/7/2020,0
37,23,4/7/2020,12/7/2020,4
39,23,4/7/2020,12/7/2020,4
85,23,4/7/2020,12/7/2020,0
88,23,4/7/2020,12/7/2020,0
90,23,4/7/2020,12/7/2020,0
172,23,4/7/2020,12/7/2020,4
117,23,4/7/2020,12/7/2020,12
116,23,4/7/2020,12/7/2020,15
114,23,4/7/2020,12/7/2020,13
143,23,4/7/2020,12/7/2020,3
142,23,4/7/2020,12/7/2020,11
140,23,4/7/2020,12/7/2020,5
165,23,4/7/2020,12/7/2020,4
164,23,4/7/2020,12/7/2020,16
162,23,4/7/2020,12/7/2020,11
1,157,27/06/2020,5/7/2020,38
7,157,27/06/2020,5/7/2020,34
8,157,27/06/2020,5/7/2020,31
9,157,27/06/2020,5/7/2020,31
10,157,27/06/2020,5/7/2020,38
11,157,27/06/2020,5/7/2020,47
65,157,27/06/2020,5/7/2020,15
66,157,27/06/2020,5/7/2020,6
67,157,27/06/2020,5/7/2020,1
14,157,27/06/2020,5/7/2020,4
15,157,27/06/2020,5/7/2020,17
16,157,27/06/2020,5/7/2020,26
17,157,27/06/2020,5/7/2020,16
18,157,27/06/2020,5/7/2020,28
20,157,27/06/2020,5/7/2020,0
21,157,27/06/2020,5/7/2020,6
22,157,27/06/2020,5/7/2020,8
23,157,27/06/2020,5/7/2020,0
69,157,27/06/2020,5/7/2020,9
70,157,27/06/2020,5/7/2020,5
71,157,27/06/2020,5/7/2020,12
7,153,18/06/2020,28/06/2020,24
8,153,18/06/2020,28/06/2020,21
9,153,18/06/2020,28/06/2020,21
10,153,18/06/2020,28/06/2020,17
11,153,18/06/2020,28/06/2020,23
64,153,18/06/2020,28/06/2020,16
65,153,18/06/2020,28/06/2020,8
66,153,18/06/2020,28/06/2020,7
67,153,18/06/2020,28/06/2020,12
14,153,18/06/2020,28/06/2020,11
15,153,18/06/2020,28/06/2020,17
16,153,18/06/2020,28/06/2020,11
17,153,18/06/2020,28/06/2020,10
18,153,18/06/2020,28/06/2020,16
20,153,18/06/2020,28/06/2020,9
21,153,18/06/2020,28/06/2020,12
22,153,18/06/2020,28/06/2020,12
23,153,18/06/2020,28/06/2020,11
25,153,18/06/2020,28/06/2020,4
26,153,18/06/2020,28/06/2020,0
27,153,18/06/2020,28/06/2020,9
30,153,18/06/2020,28/06/2020,0
31,153,18/06/2020,28/06/2020,4
68,153,18/06/2020,28/06/2020,4
69,153,18/06/2020,28/06/2020,5
70,153,18/06/2020,28/06/2020,5
71,153,18/06/2020,28/06/2020,0
72,153,18/06/2020,28/06/2020,7
73,153,18/06/2020,28/06/2020,8
74,153,18/06/2020,28/06/2020,5
75,153,18/06/2020,28/06/2020,5
76,153,18/06/2020,28/06/2020,0
7,137,18/06/2020,28/06/2020,14
8,137,18/06/2020,28/06/2020,27
9,137,18/06/2020,28/06/2020,27
10,137,18/06/2020,28/06/2020,29
11,137,18/06/2020,28/06/2020,53
65,137,18/06/2020,28/06/2020,9
66,137,18/06/2020,28/06/2020,9
67,137,18/06/2020,28/06/2020,9
69,137,18/06/2020,28/06/2020,0
70,137,18/06/2020,28/06/2020,0
71,137,18/06/2020,28/06/2020,0
73,137,18/06/2020,28/06/2020,0
74,137,18/06/2020,28/06/2020,0
76,137,18/06/2020,28/06/2020,0
7,168,13/06/2020,21/06/2020,16
8,168,13/06/2020,21/06/2020,17
9,168,13/06/2020,21/06/2020,20
10,168,13/06/2020,21/06/2020,29
11,168,13/06/2020,21/06/2020,25
64,168,13/06/2020,21/06/2020,15
65,168,13/06/2020,21/06/2020,8
66,168,13/06/2020,21/06/2020,5
67,168,13/06/2020,21/06/2020,4
15,168,13/06/2020,21/06/2020,9
16,168,13/06/2020,21/06/2020,13
17,168,13/06/2020,21/06/2020,6
18,168,13/06/2020,21/06/2020,1
20,168,13/06/2020,21/06/2020,0
21,168,13/06/2020,21/06/2020,10
22,168,13/06/2020,21/06/2020,2
23,168,13/06/2020,21/06/2020,6
25,168,13/06/2020,21/06/2020,1
26,168,13/06/2020,21/06/2020,1
27,168,13/06/2020,21/06/2020,0
30,168,13/06/2020,21/06/2020,0
31,168,13/06/2020,21/06/2020,0
68,168,13/06/2020,21/06/2020,0
69,168,13/06/2020,21/06/2020,2
70,168,13/06/2020,21/06/2020,2
71,168,13/06/2020,21/06/2020,0
72,168,13/06/2020,21/06/2020,5
73,168,13/06/2020,21/06/2020,2
74,168,13/06/2020,21/06/2020,9
75,168,13/06/2020,21/06/2020,0
76,168,13/06/2020,21/06/2020,3
108,168,13/06/2020,21/06/2020,6
109,168,13/06/2020,21/06/2020,17
110,168,13/06/2020,21/06/2020,13
111,168,13/06/2020,21/06/2020,15
133,168,13/06/2020,21/06/2020,1
134,168,13/06/2020,21/06/2020,7
135,168,13/06/2020,21/06/2020,6
157,168,13/06/2020,21/06/2020,4
158,168,13/06/2020,21/06/2020,7
159,168,13/06/2020,21/06/2020,7
156,168,13/06/2020,21/06/2020,5
14,330,11/6/2020,21/06/2020,5
15,330,11/6/2020,21/06/2020,16
16,330,11/6/2020,21/06/2020,12
17,330,11/6/2020,21/06/2020,11
18,330,11/6/2020,21/06/2020,13
21,330,11/6/2020,21/06/2020,10
22,330,11/6/2020,21/06/2020,8
23,330,11/6/2020,21/06/2020,9
25,330,11/6/2020,21/06/2020,5
26,330,11/6/2020,21/06/2020,1
27,330,11/6/2020,21/06/2020,0
68,330,11/6/2020,21/06/2020,1
69,330,11/6/2020,21/06/2020,0
70,330,11/6/2020,21/06/2020,1
71,330,11/6/2020,21/06/2020,5
72,330,11/6/2020,21/06/2020,0
73,330,11/6/2020,21/06/2020,0
74,330,11/6/2020,21/06/2020,1
75,330,11/6/2020,21/06/2020,0
76,330,11/6/2020,21/06/2020,0
108,330,11/6/2020,21/06/2020,9
109,330,11/6/2020,21/06/2020,16
110,330,11/6/2020,21/06/2020,12
111,330,11/6/2020,21/06/2020,19
133,330,11/6/2020,21/06/2020,0
134,330,11/6/2020,21/06/2020,3
135,330,11/6/2020,21/06/2020,5
157,330,11/6/2020,21/06/2020,2
158,330,11/6/2020,21/06/2020,8
159,330,11/6/2020,21/06/2020,9
156,330,11/6/2020,21/06/2020,1
7,292,29/02/2020,22/03/2020,17
8,292,29/02/2020,22/03/2020,19
9,292,29/02/2020,22/03/2020,19
10,292,29/02/2020,22/03/2020,12
11,292,29/02/2020,22/03/2020,22
64,292,29/02/2020,22/03/2020,9
65,292,29/02/2020,22/03/2020,10
66,292,29/02/2020,22/03/2020,5
67,292,29/02/2020,22/03/2020,4
14,292,29/02/2020,22/03/2020,7
15,292,29/02/2020,22/03/2020,21
16,292,29/02/2020,22/03/2020,20
17,292,29/02/2020,22/03/2020,14
18,292,29/02/2020,22/03/2020,15
20,292,29/02/2020,22/03/2020,16
21,292,29/02/2020,22/03/2020,14
22,292,29/02/2020,22/03/2020,9
23,292,29/02/2020,22/03/2020,16
25,292,29/02/2020,22/03/2020,6
26,292,29/02/2020,22/03/2020,4
27,292,29/02/2020,22/03/2020,9
28,292,29/02/2020,22/03/2020,1
29,292,29/02/2020,22/03/2020,4
30,292,29/02/2020,22/03/2020,1
31,292,29/02/2020,22/03/2020,0
69,292,29/02/2020,22/03/2020,2
70,292,29/02/2020,22/03/2020,4
71,292,29/02/2020,22/03/2020,4
72,292,29/02/2020,22/03/2020,3
73,292,29/02/2020,22/03/2020,7
74,292,29/02/2020,22/03/2020,7
7,41,22/02/2020,8/3/2020,9
8,41,22/02/2020,8/3/2020,15
9,41,22/02/2020,8/3/2020,8
10,41,22/02/2020,8/3/2020,9
11,41,22/02/2020,8/3/2020,14
64,41,22/02/2020,8/3/2020,6
65,41,22/02/2020,8/3/2020,6
66,41,22/02/2020,8/3/2020,7
67,41,22/02/2020,8/3/2020,3
14,41,22/02/2020,8/3/2020,2
15,41,22/02/2020,8/3/2020,14
16,41,22/02/2020,8/3/2020,7
17,41,22/02/2020,8/3/2020,13
18,41,22/02/2020,8/3/2020,10
20,41,22/02/2020,8/3/2020,5
21,41,22/02/2020,8/3/2020,0
22,41,22/02/2020,8/3/2020,7
23,41,22/02/2020,8/3/2020,1
68,41,22/02/2020,8/3/2020,0
69,41,22/02/2020,8/3/2020,0
70,41,22/02/2020,8/3/2020,5
71,41,22/02/2020,8/3/2020,6
72,41,22/02/2020,8/3/2020,0
73,41,22/02/2020,8/3/2020,4
74,41,22/02/2020,8/3/2020,0
117,41,22/02/2020,8/3/2020,5
116,41,22/02/2020,8/3/2020,12
115,41,22/02/2020,8/3/2020,0
114,41,22/02/2020,8/3/2020,8
143,41,22/02/2020,8/3/2020,0
142,41,22/02/2020,8/3/2020,0
141,41,22/02/2020,8/3/2020,3
140,41,22/02/2020,8/3/2020,4
165,41,22/02/2020,8/3/2020,5
164,41,22/02/2020,8/3/2020,0
163,41,22/02/2020,8/3/2020,6
162,41,22/02/2020,8/3/2020,5
7,208,13/02/2020,1/3/2020,24
8,208,13/02/2020,1/3/2020,24
9,208,13/02/2020,1/3/2020,21
10,208,13/02/2020,1/3/2020,21
11,208,13/02/2020,1/3/2020,23
64,208,13/02/2020,1/3/2020,7
65,208,13/02/2020,1/3/2020,8
66,208,13/02/2020,1/3/2020,10
67,208,13/02/2020,1/3/2020,9
14,208,13/02/2020,1/3/2020,13
15,208,13/02/2020,1/3/2020,21
16,208,13/02/2020,1/3/2020,18
17,208,13/02/2020,1/3/2020,11
18,208,13/02/2020,1/3/2020,14
20,208,13/02/2020,1/3/2020,11
21,208,13/02/2020,1/3/2020,23
22,208,13/02/2020,1/3/2020,6
23,208,13/02/2020,1/3/2020,11
25,208,13/02/2020,1/3/2020,16
26,208,13/02/2020,1/3/2020,6
27,208,13/02/2020,1/3/2020,8
68,208,13/02/2020,1/3/2020,0
69,208,13/02/2020,1/3/2020,0
70,208,13/02/2020,1/3/2020,0
71,208,13/02/2020,1/3/2020,0
72,208,13/02/2020,1/3/2020,0
73,208,13/02/2020,1/3/2020,6
74,208,13/02/2020,1/3/2020,4
75,208,13/02/2020,1/3/2020,0
76,208,13/02/2020,1/3/2020,0
7,243,2/1/2020,12/1/2020,14
8,243,2/1/2020,12/1/2020,19
9,243,2/1/2020,12/1/2020,23
10,243,2/1/2020,12/1/2020,25
11,243,2/1/2020,12/1/2020,22
64,243,2/1/2020,12/1/2020,9
65,243,2/1/2020,12/1/2020,5
66,243,2/1/2020,12/1/2020,9
67,243,2/1/2020,12/1/2020,4
14,243,2/1/2020,12/1/2020,3
15,243,2/1/2020,12/1/2020,15
16,243,2/1/2020,12/1/2020,12
17,243,2/1/2020,12/1/2020,14
18,243,2/1/2020,12/1/2020,12
20,243,2/1/2020,12/1/2020,4
21,243,2/1/2020,12/1/2020,5
22,243,2/1/2020,12/1/2020,6
23,243,2/1/2020,12/1/2020,11
69,243,2/1/2020,12/1/2020,5
70,243,2/1/2020,12/1/2020,4
71,243,2/1/2020,12/1/2020,5
7,45,19/12/2019,5/1/2020,31
8,45,19/12/2019,5/1/2020,13
9,45,19/12/2019,5/1/2020,27
10,45,19/12/2019,5/1/2020,26
