tournament_id,date,status,round
1427,26/08/2020,completed,1_4
7895,25/08/2020,completed,final
5715,21/08/2020,completed,1_2
5715,20/08/2020,completed,1_4
5715,18/08/2020,completed,1_8
5650,12/8/2020,completed,final
5650,12/8/2020,completed,1_2
5649,11/8/2020,completed,1_8
5650,10/8/2020,completed,poule
5650,10/8/2020,completed,poule
5649,9/8/2020,completed,1_16
4037,9/8/2020,completed,final
4037,8/8/2020,retirement,1_2
4037,7/8/2020,completed,poule
4037,7/8/2020,completed,poule
4037,7/8/2020,completed,poule
611,5/8/2020,completed,1_4
611,4/8/2020,completed,1_8
4736,18/07/2020,completed,final
4736,18/07/2020,completed,1_2
4736,17/07/2020,completed,poule
4736,17/07/2020,completed,poule
973,13/07/2020,completed,1_8
973,11/7/2020,completed,1_16
3312,9/7/2020,completed,poule
3312,9/7/2020,completed,poule
3312,9/7/2020,completed,poule
8237,21/06/2020,completed,1_4
8238,20/06/2020,completed,poule
8238,20/06/2020,completed,poule
7485,28/02/2020,completed,final
7486,24/02/2020,completed,poule
7486,24/02/2020,completed,poule
7486,24/02/2020,completed,poule
7486,24/02/2020,completed,poule
7455,18/01/2020,completed,1_2
7455,12/1/2020,completed,1_4
7456,12/1/2020,completed,final
7456,12/1/2020,completed,1_2
7456,11/1/2020,completed,poule
7456,11/1/2020,completed,poule
7472,28/12/2019,completed,1_2
7471,26/12/2019,completed,1_2
7472,26/12/2019,completed,poule
7471,24/12/2019,completed,1_4
7896,24/11/2019,completed,final
7896,23/11/2019,completed,poule
7896,23/11/2019,completed,poule
5650,,WO,poule
479,4/8/2020,completed,1_8
7936,,WO,1_8
5635,15/08/2020,completed,final
5634,15/08/2020,completed,1_2
5635,15/08/2020,completed,1_2
5635,14/08/2020,completed,1_4
5634,12/8/2020,completed,1_8
5634,11/8/2020,completed,1_16
5634,11/8/2020,completed,1_32
524,7/8/2020,completed,final
523,6/8/2020,completed,1_2
524,6/8/2020,completed,1_2
523,5/8/2020,completed,1_4
523,4/8/2020,completed,1_8
524,3/8/2020,completed,1_4
8224,28/06/2020,completed,final
8223,26/06/2020,completed,1_2
8224,25/06/2020,completed,1_2
8223,21/06/2020,completed,1_4
7447,18/01/2020,completed,final
7447,18/01/2020,completed,1_2
7463,28/12/2019,completed,final
7463,28/12/2019,completed,1_2
7463,27/12/2019,completed,1_4
4090,12/9/2020,completed,1_2
4090,11/9/2020,completed,1_4
2343,3/9/2020,completed,1_4
1133,11/8/2020,completed,1_8
484,7/8/2020,completed,1_2
484,6/8/2020,completed,1_4
7669,5/8/2020,completed,1_8
5657,25/07/2020,completed,1_2
5657,23/07/2020,completed,1_4
1881,20/07/2020,completed,1_32
7654,16/07/2020,completed,1_4
2470,11/7/2020,completed,1_2
2470,10/7/2020,completed,1_4
5818,5/7/2020,completed,final
5568,5/7/2020,completed,final
5568,4/7/2020,completed,1_2
5818,4/7/2020,completed,1_2
5818,3/7/2020,completed,1_4
5430,29/02/2020,completed,1_2
5430,28/02/2020,completed,1_4
5430,27/02/2020,completed,1_8
8069,27/12/2019,completed,1_4
8069,26/12/2019,completed,1_8
7021,22/12/2019,completed,1_32
2470,,WO,1_8
7796,1/3/2020,completed,final
7502,27/09/2020,completed,final
7502,26/09/2020,completed,1_2
7556,13/09/2020,completed,final
7556,12/9/2020,completed,1_2
7556,10/9/2020,completed,1_4
7555,5/9/2020,completed,1_8
8280,30/08/2020,completed,final
8280,29/08/2020,completed,1_2
8280,28/08/2020,completed,1_4
7790,28/02/2020,completed,1_4
7765,28/06/2020,retirement,final
7765,27/06/2020,completed,1_2
8223,27/06/2020,completed,final
7765,25/06/2020,completed,1_4
7765,21/06/2020,completed,1_8
8223,21/06/2020,completed,1_4
7765,20/06/2020,completed,1_16
8297,8/3/2020,completed,final
8297,7/3/2020,completed,1_2
8297,4/3/2020,completed,1_4
5372,1/3/2020,completed,final
5372,29/02/2020,completed,1_2
5372,28/02/2020,completed,1_4
7789,25/02/2020,completed,1_8
5269,2/2/2020,completed,final
5269,1/2/2020,completed,1_2
5269,31/01/2020,completed,1_4
8241,,WO,1_8
7586,,WO,1_16
5634,15/08/2020,completed,1_2
5637,15/08/2020,completed,final
5634,14/08/2020,completed,1_4
5637,13/08/2020,completed,1_4
5637,12/8/2020,completed,1_8
8238,28/06/2020,completed,final
8238,28/06/2020,completed,1_2
8237,27/06/2020,completed,1_2
8237,21/06/2020,completed,1_4
8238,20/06/2020,completed,poule
8238,20/06/2020,completed,poule
7472,28/12/2019,completed,final
7472,27/12/2019,completed,1_4
7472,26/12/2019,completed,poule
7472,,WO,poule
7799,1/3/2020,completed,final
7799,29/02/2020,completed,1_2
7799,26/02/2020,completed,1_4
7799,24/02/2020,completed,1_8
7799,23/02/2020,completed,1_16
7595,3/7/2020,completed,1_4
7595,29/06/2020,completed,1_8
7472,27/12/2019,completed,1_4
7472,26/12/2019,completed,poule
7472,26/12/2019,completed,poule
7471,24/12/2019,completed,1_4
7457,28/12/2019,completed,final
7457,28/12/2019,completed,1_2
7460,24/12/2019,completed,1_4
7460,23/12/2019,completed,1_8
7457,,completed,1_4
7547,13/09/2020,completed,final
7547,12/9/2020,completed,1_2
7547,11/9/2020,completed,1_4
7546,5/9/2020,completed,1_16
7832,26/08/2020,completed,1_4
7909,21/08/2020,completed,1_2
7909,20/08/2020,completed,1_4
7908,15/08/2020,completed,1_8
7908,14/08/2020,completed,1_16
7991,26/07/2020,completed,final
7991,24/07/2020,completed,1_2
7991,21/07/2020,completed,1_4
7747,19/07/2020,completed,final
7748,19/07/2020,completed,final
7748,18/07/2020,completed,1_2
7748,16/07/2020,completed,1_4
7747,15/07/2020,completed,1_4
7747,13/07/2020,completed,1_8
7747,11/7/2020,completed,1_16
7586,5/7/2020,completed,final
7586,4/7/2020,completed,1_2
7586,3/7/2020,completed,1_4
7585,28/06/2020,completed,1_16
7789,27/02/2020,completed,1_4
7789,25/02/2020,completed,1_8
7602,28/12/2019,completed,1_8
7603,27/12/2019,completed,1_8
7602,21/12/2019,completed,1_16
7551,9/9/2020,completed,1_4
7913,16/08/2020,completed,1_8
7995,17/07/2020,completed,1_8
7794,1/3/2020,completed,final
7794,28/02/2020,completed,1_2
7023,24/12/2019,completed,1_16
7607,23/12/2019,completed,1_4
7590,,completed,1_4
7514,19/09/2020,completed,1_4
7843,27/08/2020,completed,1_4
7843,26/08/2020,completed,1_8
7834,22/08/2020,completed,1_16
7949,11/8/2020,completed,1_8
7948,6/8/2020,completed,1_16
7716,28/07/2020,completed,1_8
7758,16/07/2020,completed,1_4
7750,12/7/2020,completed,1_16
7758,11/7/2020,completed,1_8
7499,,WO,1_8
7500,,WO,1_8
7471,24/12/2019,completed,1_2
7471,,WO,final
7518,19/09/2020,completed,1_4
7515,13/09/2020,completed,1_8
7565,7/9/2020,completed,1_8
7894,26/08/2020,completed,1_2
7895,24/08/2020,completed,poule
1125,12/8/2020,completed,final
1125,11/8/2020,completed,1_2
1125,10/8/2020,completed,poule
1125,10/8/2020,completed,poule
1125,10/8/2020,completed,poule
8238,28/06/2020,completed,1_4
8237,20/06/2020,completed,1_8
8238,20/06/2020,completed,poule
8238,20/06/2020,completed,poule
7896,24/11/2019,completed,1_2
7896,23/11/2019,completed,poule
7800,28/02/2020,completed,1_4
7617,30/12/2019,completed,final
7886,26/08/2020,completed,1_2
7884,24/08/2020,completed,1_4
7442,11/1/2020,completed,1_4
7461,27/12/2019,completed,1_4
7460,23/12/2019,completed,1_16
7894,27/08/2020,completed,final
8219,24/07/2020,completed,final
8219,24/07/2020,completed,1_2
8219,23/07/2020,completed,poule
8218,22/07/2020,completed,final
8218,21/07/2020,completed,1_2
8218,20/07/2020,completed,1_4
8238,28/06/2020,completed,1_2
8238,28/06/2020,completed,1_4
8237,26/06/2020,completed,1_2
8237,21/06/2020,completed,1_4
8238,20/06/2020,completed,poule
7455,18/01/2020,completed,1_2
7455,12/1/2020,completed,1_4
7456,12/1/2020,completed,1_2
7456,11/1/2020,completed,poule
7456,11/1/2020,completed,poule
7472,26/12/2019,completed,poule
7896,23/11/2019,completed,poule
8219,,WO,poule
7471,,WO,1_4
7883,27/08/2020,completed,poule
7882,25/08/2020,completed,1_4
7882,24/08/2020,completed,1_8
8206,24/07/2020,completed,final
8206,23/07/2020,completed,1_4
8206,23/07/2020,completed,1_2
8206,22/07/2020,completed,1_8
8207,21/07/2020,completed,1_2
8207,21/07/2020,completed,1_4
8207,20/07/2020,completed,poule
8207,20/07/2020,completed,poule
8222,28/06/2020,completed,final
8221,22/06/2020,completed,1_4
8222,20/06/2020,completed,poule
7440,12/1/2020,completed,final
7440,12/1/2020,completed,1_2
7440,11/1/2020,completed,poule
7440,11/1/2020,completed,poule
7459,27/12/2019,completed,1_2
7458,23/12/2019,completed,1_16
7459,23/12/2019,completed,poule
7459,23/12/2019,completed,poule
7459,23/12/2019,completed,poule
7558,6/9/2020,completed,1_8
7489,18/09/2020,completed,1_4
7547,12/9/2020,completed,1_2
7909,20/08/2020,completed,1_4
7938,14/08/2020,completed,1_4
7611,4/1/2020,completed,final
7611,3/1/2020,completed,1_2
7612,2/1/2020,completed,1_4
7616,29/12/2019,completed,final
7611,22/12/2019,completed,1_4
7612,,WO,1_2
7944,16/08/2020,completed,final
7944,8/8/2020,completed,1_2
7457,23/12/2019,completed,1_8
7458,,WO,1_4
5372,29/02/2020,completed,1_2
5372,28/02/2020,completed,1_4
7441,12/1/2020,completed,1_4
7460,28/12/2019,completed,final
7460,26/12/2019,completed,1_2
8209,23/07/2020,completed,poule
8209,23/07/2020,completed,poule
8208,20/07/2020,completed,1_4
8305,3/7/2020,completed,1_2
8306,3/7/2020,completed,poule
8305,2/7/2020,completed,1_4
8224,24/06/2020,completed,1_4
7475,28/02/2020,completed,1_4
7476,24/02/2020,completed,poule
7476,24/02/2020,completed,poule
7476,24/02/2020,completed,poule
7476,24/02/2020,completed,poule
7462,27/12/2019,completed,poule
7462,26/12/2019,completed,poule
7461,23/12/2019,completed,1_8
7,14/08/2020,completed,1_64
1133,8/8/2020,completed,1_16
1133,7/8/2020,completed,1_32
7669,4/8/2020,completed,1_16
8326,4/8/2020,completed,1_8
7669,3/8/2020,completed,1_32
8326,1/8/2020,retirement,1_16
5430,27/02/2020,completed,1_8
5430,23/02/2020,completed,1_16
771,27/01/2020,completed,1_8
771,26/01/2020,completed,1_16
1015,18/01/2020,completed,1_16
5097,29/10/2019,completed,1_8
5097,27/10/2019,completed,1_16
7882,25/08/2020,completed,1_8
7499,23/09/2020,completed,1_2
7499,19/09/2020,completed,1_4
7560,13/09/2020,completed,final
7557,12/9/2020,completed,1_2
7918,23/08/2020,completed,final
7918,21/08/2020,completed,1_2
7918,13/08/2020,completed,1_4
7596,1/7/2020,completed,1_8
7595,30/06/2020,completed,1_16
7799,25/02/2020,completed,1_8
7800,24/02/2020,completed,1_8
7799,22/02/2020,completed,1_16
7460,24/12/2019,completed,1_8
7588,29/06/2020,completed,1_16
7488,19/09/2020,completed,1_8
7488,16/09/2020,completed,1_16
7764,27/06/2020,completed,1_2
7764,26/06/2020,completed,1_4
7788,29/02/2020,completed,1_2
7788,26/02/2020,completed,1_8
7463,27/12/2019,completed,1_4
7463,,WO,1_8
7561,5/9/2020,completed,1_4
7804,1/3/2020,completed,final
7804,22/02/2020,completed,1_2
7801,,WO,1_8
7804,27/02/2020,completed,1_2
7801,23/02/2020,completed,1_8
7618,22/12/2019,completed,1_4
7477,28/02/2020,completed,1_2
7477,28/02/2020,completed,1_4
7475,26/02/2020,completed,1_4
7475,25/02/2020,completed,1_8
7462,28/12/2019,completed,1_2
7461,28/12/2019,completed,1_2
7462,27/12/2019,completed,poule
7461,26/12/2019,completed,1_4
7461,23/12/2019,completed,1_8
520,8/8/2020,completed,final
520,6/8/2020,completed,1_2
523,5/8/2020,completed,1_4
520,4/8/2020,completed,1_4
4072,4/9/2020,completed,1_4
4071,2/9/2020,completed,1_8
4071,27/08/2020,completed,1_32
4885,14/08/2020,completed,1_8
4884,12/8/2020,completed,1_16
3998,7/8/2020,completed,1_4
3997,2/8/2020,completed,1_16
4925,22/07/2020,completed,1_8
4924,20/07/2020,completed,1_16
4924,18/07/2020,completed,1_32
3856,11/7/2020,completed,1_2
3856,9/7/2020,completed,1_4
3723,9/7/2020,completed,1_4
3722,6/7/2020,completed,1_32
291,8/3/2020,completed,1_8
290,7/3/2020,completed,1_32
383,1/2/2020,completed,1_2
383,31/01/2020,completed,1_4
4071,,WO,1_16
4884,,WO,1_32
3819,22/08/2020,completed,1_8
8348,5/8/2020,completed,1_4
4872,10/7/2020,completed,final
4872,8/7/2020,completed,1_2
3957,12/9/2020,retirement,1_2
3957,11/9/2020,completed,1_4
3957,9/9/2020,completed,1_8
3974,28/08/2020,retirement,1_4
3974,26/08/2020,completed,1_8
3974,23/08/2020,completed,1_16
3974,22/08/2020,completed,1_32
4884,9/8/2020,completed,1_16
4071,,WO,1_32
3957,,WO,1_16
4933,24/07/2020,retirement,1_2
4933,23/07/2020,completed,1_4
963,16/07/2020,completed,1_4
963,15/07/2020,completed,1_8
962,14/07/2020,completed,1_4
963,13/07/2020,completed,1_16
3960,9/9/2020,completed,1_4
3960,6/9/2020,completed,1_8
3960,5/9/2020,completed,1_16
4934,24/07/2020,completed,poule
4934,23/07/2020,completed,poule
4934,23/07/2020,completed,poule
4933,20/07/2020,completed,1_8
3957,6/9/2020,completed,1_16
4071,2/9/2020,retirement,1_8
4071,29/08/2020,completed,1_16
8355,21/08/2020,completed,1_4
7663,2/8/2020,completed,1_64
4922,22/07/2020,completed,1_8
4922,19/07/2020,completed,1_32
7648,16/07/2020,completed,1_8
7648,15/07/2020,completed,1_16
5388,5/7/2020,completed,1_64
5424,27/02/2020,retirement,1_8
5424,25/02/2020,completed,1_16
5424,24/02/2020,completed,1_32
8108,29/12/2019,retirement,1_32
5091,26/10/2019,completed,1_32
4922,,WO,1_16
689,18/09/2020,completed,1_4
8369,7/9/2020,completed,1_8
243,31/08/2020,completed,1_8
243,30/08/2020,completed,1_16
689,,WO,1_8
3848,20/08/2020,completed,1_8
4943,20/07/2020,completed,1_4
4734,16/07/2020,completed,1_2
4860,2/7/2020,completed,1_2
4861,30/06/2020,completed,1_2
5299,5/1/2020,completed,1_2
5299,2/1/2020,completed,1_4
5315,24/12/2019,completed,final
5314,23/12/2019,completed,1_4
7155,3/11/2019,completed,final
5107,3/11/2019,completed,final
7155,1/11/2019,completed,1_2
3977,28/08/2020,completed,1_2
3977,25/08/2020,completed,1_4
4925,20/07/2020,completed,1_16
4926,20/07/2020,completed,1_16
4925,18/07/2020,completed,1_32
4722,16/07/2020,completed,1_4
4723,16/07/2020,completed,1_4
4722,14/07/2020,completed,1_8
4826,30/06/2020,completed,1_4
361,23/02/2020,completed,final
354,21/02/2020,completed,1_4
8388,5/1/2020,completed,final
8388,3/1/2020,completed,1_2
8388,30/12/2019,completed,1_4
8393,27/12/2019,completed,1_4
8392,23/12/2019,completed,1_16
361,,WO,1_2
4929,25/07/2020,completed,1_2
4929,22/07/2020,completed,1_4
4929,19/07/2020,completed,1_8
3966,10/9/2020,completed,1_4
3966,9/9/2020,completed,1_8
4077,27/08/2020,completed,1_8
4931,21/07/2020,completed,1_8
4078,2/9/2020,completed,1_4
4078,27/08/2020,completed,1_8
6615,21/09/2020,completed,1_16
6615,20/09/2020,completed,1_32
693,17/09/2020,completed,1_8
4951,17/09/2020,retirement,1_32
693,16/09/2020,completed,1_16
4972,4/9/2020,completed,1_16
4972,3/9/2020,completed,1_32
247,30/08/2020,completed,1_32
4074,29/08/2020,completed,1_16
247,28/08/2020,completed,1_64
4074,27/08/2020,completed,1_32
693,,WO,1_32
4925,20/07/2020,completed,1_16
4750,3/7/2020,retirement,1_2
5123,28/06/2020,completed,1_2
5123,27/06/2020,completed,1_4
5123,24/06/2020,completed,1_8
5123,,WO,final
4883,14/08/2020,completed,1_8
2,14/08/2020,retirement,1_64
1098,13/08/2020,completed,1_4
4883,12/8/2020,completed,1_16
1098,11/8/2020,completed,1_8
1098,10/8/2020,completed,1_16
3996,6/8/2020,completed,1_8
3996,1/8/2020,completed,1_16
3960,10/9/2020,completed,1_4
3960,7/9/2020,completed,1_8
3962,6/9/2020,completed,1_4
1283,30/08/2020,completed,1_16
3977,22/08/2020,completed,1_8
3978,20/08/2020,completed,1_8
4013,1/8/2020,completed,1_4
4009,31/07/2020,completed,1_16
4013,30/07/2020,completed,1_8
7688,26/07/2020,completed,1_8
4927,18/07/2020,completed,1_16
4724,12/7/2020,completed,1_8
4926,,WO,1_32
3962,9/9/2020,completed,1_4
3960,6/9/2020,completed,1_8
3961,10/9/2020,completed,1_4
3961,8/9/2020,completed,1_8
3976,28/08/2020,completed,1_4
4925,19/07/2020,completed,1_8
4730,17/07/2020,completed,1_2
4730,16/07/2020,completed,poule
4730,16/07/2020,completed,poule
8407,7/7/2020,completed,1_4
5020,2/9/2020,completed,1_8
5020,30/08/2020,completed,1_16
7,20/08/2020,completed,1_8
7,19/08/2020,completed,1_16
1133,11/8/2020,completed,1_8
1133,9/8/2020,completed,1_16
8326,4/8/2020,completed,1_8
8326,2/8/2020,completed,1_16
784,27/07/2020,completed,1_16
784,26/07/2020,completed,1_32
722,25/07/2020,completed,1_16
4928,23/07/2020,completed,1_4
4928,21/07/2020,completed,1_8
4928,20/07/2020,completed,1_16
5430,24/02/2020,completed,1_16
8072,29/11/2019,completed,1_4
3975,20/08/2020,completed,1_32
8343,7/8/2020,completed,1_2
8343,6/8/2020,completed,1_4
8343,5/8/2020,completed,1_8
3998,3/8/2020,completed,1_16
3815,25/08/2020,completed,1_8
3815,23/08/2020,completed,1_16
3975,27/08/2020,completed,1_4
3975,23/08/2020,completed,1_16
4885,14/08/2020,completed,1_8
4885,12/8/2020,completed,1_16
4885,11/8/2020,completed,1_32
4708,9/8/2020,completed,final
8343,9/8/2020,completed,final
8343,8/8/2020,completed,1_2
4708,7/8/2020,completed,1_2
8343,7/8/2020,completed,1_4
8343,4/8/2020,completed,1_8
4925,24/07/2020,completed,1_2
4925,22/07/2020,completed,1_4
4925,21/07/2020,completed,1_8
8426,19/07/2020,completed,final
8426,17/07/2020,completed,1_2
8426,17/07/2020,completed,1_4
8426,15/07/2020,completed,1_8
8426,12/7/2020,completed,1_16
3975,,WO,1_8
1304,29/08/2020,completed,1_2
1304,26/08/2020,completed,1_4
1304,23/08/2020,completed,1_8
8,17/08/2020,completed,1_16
8,16/08/2020,completed,1_32
4888,14/08/2020,completed,1_8
4888,9/8/2020,completed,1_16
8443,5/8/2020,completed,1_4
8443,3/8/2020,completed,1_8
4929,21/07/2020,completed,1_4
4929,18/07/2020,completed,1_8
5394,7/7/2020,completed,1_8
5394,4/7/2020,completed,1_16
8464,8/3/2020,completed,final
8464,7/3/2020,completed,1_2
8464,2/3/2020,completed,1_4
1086,29/02/2020,completed,1_2
1086,26/02/2020,completed,1_4
1086,23/02/2020,completed,1_16
5324,19/01/2020,completed,1_16
8161,5/1/2020,completed,final
8161,4/1/2020,completed,1_2
1247,3/1/2020,completed,1_4
1247,2/1/2020,completed,1_8
1247,29/12/2019,completed,1_16
8161,28/12/2019,completed,1_4
8073,23/11/2019,completed,1_16
1086,,WO,1_8
4886,13/08/2020,completed,1_8
4926,22/07/2020,completed,1_8
4867,5/7/2020,completed,1_4
4925,21/07/2020,completed,1_8
4722,17/07/2020,completed,1_2
3899,6/8/2020,completed,1_2
3899,5/8/2020,completed,1_4
4933,21/07/2020,completed,1_4
4933,20/07/2020,completed,1_8
8406,10/7/2020,completed,1_2
8406,8/7/2020,completed,1_4
8406,6/7/2020,completed,1_8
4938,26/07/2020,completed,final
4938,24/07/2020,completed,1_2
4938,22/07/2020,completed,1_4
4937,20/07/2020,completed,1_8
4731,13/07/2020,completed,1_8
4936,24/07/2020,completed,poule
4936,23/07/2020,completed,poule
4936,22/07/2020,completed,poule
4936,21/07/2020,completed,poule
4730,18/07/2020,completed,final
4730,17/07/2020,completed,1_2
4730,16/07/2020,completed,poule
4730,16/07/2020,completed,poule
4072,28/08/2020,completed,1_32
8343,30/07/2020,completed,1_32
4926,21/07/2020,completed,1_8
4926,19/07/2020,completed,1_16
4925,18/07/2020,completed,1_32
4867,9/7/2020,completed,1_2
4867,8/7/2020,completed,1_4
4867,6/7/2020,completed,1_8
4867,2/7/2020,completed,1_16
292,12/3/2020,completed,1_8
292,8/3/2020,completed,1_16
291,7/3/2020,completed,1_32
307,1/3/2020,completed,final
307,29/02/2020,completed,1_2
307,27/02/2020,completed,1_4
306,27/02/2020,completed,1_8
306,26/02/2020,completed,1_16
307,26/02/2020,completed,1_8
307,24/02/2020,completed,1_16
306,24/02/2020,completed,1_32
354,23/02/2020,completed,final
353,23/02/2020,completed,final
353,22/02/2020,completed,1_2
354,22/02/2020,completed,1_2
353,21/02/2020,completed,1_4
354,21/02/2020,completed,1_4
353,20/02/2020,completed,1_8
353,18/02/2020,completed,1_16
354,18/02/2020,completed,1_8
354,17/02/2020,completed,1_16
353,16/02/2020,completed,1_32
371,2/2/2020,completed,final
370,29/01/2020,completed,1_8
371,27/01/2020,completed,1_8
370,26/01/2020,completed,1_16
7183,9/1/2020,completed,1_8
7183,6/1/2020,completed,1_16
7182,5/1/2020,completed,1_16
140,5/1/2020,completed,final
140,5/1/2020,completed,1_2
140,4/1/2020,completed,1_4
140,3/1/2020,retirement,1_8
140,2/1/2020,completed,1_16
8393,29/12/2019,completed,final
8393,28/12/2019,completed,1_2
8392,27/12/2019,completed,1_4
8393,26/12/2019,completed,1_8
8392,26/12/2019,completed,1_8
8392,23/12/2019,completed,1_16
8070,24/11/2019,completed,1_8
8071,23/11/2019,completed,1_16
8070,22/11/2019,completed,1_16
371,,WO,1_4
371,,WO,1_2
4731,14/07/2020,completed,1_4
4731,11/7/2020,completed,1_8
8408,7/7/2020,completed,1_8
4931,19/07/2020,completed,1_4
8481,25/08/2020,retirement,1_16
8481,21/08/2020,completed,1_64
4922,22/07/2020,completed,1_8
4922,20/07/2020,completed,1_16
8084,10/7/2020,completed,1_4
8084,9/7/2020,completed,1_8
8084,7/7/2020,completed,1_16
5424,28/02/2020,completed,1_4
5424,24/02/2020,completed,1_16
5424,,WO,1_8
8481,,WO,1_32
3967,13/09/2020,completed,final
3967,12/9/2020,completed,1_2
3967,6/9/2020,completed,1_4
4078,30/08/2020,completed,1_8
3981,25/08/2020,completed,1_2
3981,23/08/2020,completed,1_4
3980,20/08/2020,completed,1_8
4932,26/07/2020,completed,final
4932,25/07/2020,completed,1_2
4932,18/07/2020,completed,1_4
4728,10/7/2020,completed,1_4
8407,7/7/2020,completed,1_4
4071,31/08/2020,completed,1_8
4071,28/08/2020,completed,1_32
5244,21/08/2020,completed,1_2
5244,17/08/2020,completed,1_4
2696,8/8/2020,completed,1_16
3997,7/8/2020,completed,1_4
3997,4/8/2020,completed,1_8
8342,4/8/2020,completed,1_8
8342,2/8/2020,completed,1_16
3997,30/07/2020,completed,1_16
4924,18/07/2020,completed,1_32
8425,14/07/2020,completed,1_16
3722,7/7/2020,completed,1_16
4748,28/06/2020,completed,1_8
290,10/3/2020,completed,1_16
8289,29/02/2020,completed,1_16
1197,28/02/2020,completed,1_4
1197,25/02/2020,completed,1_8
1197,23/02/2020,completed,1_16
352,17/02/2020,completed,1_16
369,26/01/2020,completed,1_16
1243,28/12/2019,completed,1_64
4071,,WO,1_16
5245,18/08/2020,completed,1_16
4925,26/07/2020,completed,final
4925,24/07/2020,completed,1_2
4925,22/07/2020,completed,1_4
4925,21/07/2020,completed,1_8
8426,15/07/2020,completed,1_8
8426,12/7/2020,completed,1_16
3723,10/7/2020,completed,1_2
3723,6/7/2020,retirement,1_8
3723,4/7/2020,completed,1_16
2006,22/02/2020,completed,1_64
5056,8/8/2020,completed,1_16
8345,2/8/2020,completed,1_8
4927,20/07/2020,completed,1_16
4868,7/7/2020,completed,1_8
8493,20/07/2020,completed,1_16
3967,6/9/2020,completed,1_4
3967,5/9/2020,completed,1_8
4078,28/08/2020,completed,1_8
3981,23/08/2020,completed,1_4
8348,5/8/2020,completed,1_4
4932,19/07/2020,completed,1_4
4728,11/7/2020,completed,1_2
4886,10/8/2020,completed,1_8
4926,26/07/2020,completed,final
4926,25/07/2020,completed,1_2
4926,22/07/2020,completed,1_4
4926,21/07/2020,completed,1_8
4073,5/9/2020,completed,1_2
4073,3/9/2020,completed,1_4
4072,2/9/2020,retirement,1_8
4072,1/9/2020,completed,1_16
4073,31/08/2020,completed,1_8
3814,30/08/2020,completed,final
4072,30/08/2020,completed,1_32
3814,29/08/2020,completed,1_2
4073,29/08/2020,completed,1_16
3814,28/08/2020,completed,1_4
3814,24/08/2020,completed,1_8
3813,22/08/2020,completed,1_16
4885,16/08/2020,completed,1_2
4885,15/08/2020,completed,1_4
4886,13/08/2020,completed,1_8
4885,12/8/2020,completed,1_16
4885,11/8/2020,completed,1_32
4885,9/8/2020,completed,1_64
8344,7/8/2020,completed,1_2
8344,6/8/2020,completed,1_4
8343,2/8/2020,completed,1_16
4072,,WO,1_2
4938,23/07/2020,completed,1_2
4938,22/07/2020,completed,1_4
4937,20/07/2020,completed,1_4
4731,17/07/2020,completed,1_2
4731,15/07/2020,completed,1_4
8408,6/7/2020,completed,1_16
3957,8/9/2020,completed,1_4
3957,6/9/2020,completed,1_8
3957,5/9/2020,completed,1_16
4924,21/07/2020,completed,1_8
4924,19/07/2020,completed,1_16
8511,26/07/2020,completed,1_4
4935,22/07/2020,completed,1_4
4935,20/07/2020,completed,1_8
964,14/07/2020,completed,1_8
965,13/07/2020,completed,1_16
8513,28/07/2020,completed,1_2
4071,2/9/2020,completed,1_8
4071,30/08/2020,completed,1_16
4071,29/08/2020,completed,1_32
3974,25/08/2020,completed,1_8
3974,22/08/2020,completed,1_16
3974,21/08/2020,completed,1_32
3827,17/08/2020,completed,1_32
3827,16/08/2020,completed,1_64
4884,9/8/2020,completed,1_16
4884,8/8/2020,completed,1_32
3997,3/8/2020,completed,1_16
8425,18/07/2020,completed,1_2
4924,18/07/2020,completed,1_32
8425,16/07/2020,completed,1_4
8425,15/07/2020,completed,1_8
8425,13/07/2020,completed,1_16
3722,10/7/2020,completed,1_4
3722,7/7/2020,completed,1_8
3722,4/7/2020,completed,1_16
4748,27/06/2020,completed,1_16
352,23/02/2020,completed,final
352,22/02/2020,completed,1_2
352,21/02/2020,completed,1_4
352,20/02/2020,completed,1_8
352,18/02/2020,completed,1_16
352,16/02/2020,completed,1_32
8425,,WO,1_32
4077,29/08/2020,completed,1_4
6033,22/08/2020,completed,final
3958,6/9/2020,completed,1_8
3976,24/08/2020,completed,1_16
3976,22/08/2020,completed,1_32
4925,18/07/2020,completed,1_32
360,23/02/2020,completed,final
360,22/02/2020,completed,1_2
353,17/02/2020,completed,1_16
7182,5/1/2020,completed,1_32
360,,WO,1_4
3957,13/09/2020,completed,final
3957,11/9/2020,completed,1_2
3957,8/9/2020,completed,1_4
8345,5/8/2020,completed,1_4
8345,1/8/2020,completed,1_8
4730,16/07/2020,completed,poule
4073,31/08/2020,completed,1_8
4073,29/08/2020,completed,1_16
5246,22/08/2020,completed,1_2
5246,20/08/2020,completed,1_4
5246,18/08/2020,completed,1_8
4926,23/07/2020,completed,1_4
4926,21/07/2020,completed,1_8
4926,19/07/2020,completed,1_16
4926,18/07/2020,completed,1_32
372,31/01/2020,completed,1_4
372,28/01/2020,completed,1_8
3815,23/08/2020,completed,1_16
3814,22/08/2020,completed,1_32
4710,5/8/2020,completed,1_4
4710,3/8/2020,completed,1_8
8345,2/8/2020,completed,1_8
4927,18/07/2020,completed,1_16
4073,27/08/2020,completed,1_16
4073,27/08/2020,completed,1_32
3814,23/08/2020,completed,1_16
